 DRACARYS_GLOSS:0 "Alto Valyriano per "fuoco di drago" - usato dai signori dei draghi per comandare le fiamme ai propri draghi."
d_nf_takapis: "$dynn_Takapis$ Famiglia"
agot_filler_north.0001.desc:0 "Un altro giorno insulso trascorre a contare monete e a sopportare i muggiti bovini dei miei sudditi a corte. Mi stanco delle sale soffocanti di [ROOT.Char.GetCurrentLocation.GetName]. Il mio maestro ha suggerito che un po' d'aria fresca potrebbe rinvigorire il mio ingegno ottuso. Così, stamane, preparo il cavallo per una rapida sortita nella natura. Non passa un'ora e già mi sento meglio. L'aria fresca del bosco fa meraviglie per il mio spirito. M'inoltro, lasciando che il silenzio mi lavi dentro.\n\nPoi lo sento — il forte scricchiolio di foglie sotto stivali, poco più avanti. Mi immobilizzo scorgendo, tra gli alberi, un[agot_filler_wildling.Custom('DE_PRO_PER_S_3P_N')] [agot_filler_wildling.GetWomanMan] in disordine. Avanzo con cautela, i sensi acuiti alla ricerca di compagni invisibili. Il [agot_filler_wildling.GetWomanMan] indossa vecchi stracci rattoppati e sporchi ed è armato di ferro arrugginito. Per gli dèi, questo [agot_filler_wildling.GetWomanMan] è un bruto! Posso una mano prudente sull'acciaio al mio fianco. [Select_CString(agot_filler_wildling.IsFemale,'Lei','Lui')|U] pare essere sol[Select_CString(agot_filler_wildling.IsFemale,'a','o')]. Che dovrei fare?"
agot_filler_north.0002.desc:0 "Il bruto balza in piedi quando mi avvicino, sguainando il suo ferro arrugginito. «Fermo lì! Chi sei? Che affari hai qui?» urla nella mia direzione.\n\nAlzo le mani per mostrare a [Select_CString(agot_filler_wildling.IsFemale,'lei','lui')] che non sono una minaccia. Da vicino, il [agot_filler_wildling.GetWomanMan] appare scoss[Select_CString(agot_filler_wildling.IsFemale,'a','o')] e denutrit[Select_CString(agot_filler_wildling.IsFemale,'a','o')]. «Non intendo farti del male, buon[agot_filler_wildling.Custom('DE_PRO_PER_S_3P_N')] [agot_filler_wildling.GetWomanMan]. Io sono [ROOT.Char.GetFullName]. Vedo che stai morendo di fame e sei sol[Select_CString(agot_filler_wildling.IsFemale,'a','o')]. Forse ti piacerebbe unirti a me al castello? L'inverno si avvicina e ho bisogno, alla mia corte, di più servitori leali. Ma prima, voglio il tuo nome.»\n\nIl [agot_filler_wildling.GetWomanMan] mi squadra con sospetto. Passa un lungo istante, e mi chiedo se abbia fatto bene a rivelarmi. Alla fine, il [agot_filler_wildling.GetWomanMan] crolla in ginocchio, debole per lo sfinimento. «I-io mi chiamo [agot_filler_wildling.GetFullName], m'[ROOT.Char.GetLadyLord]. Non dormo da molte notti e non mangio da molte di più.»\n\n«Allora piega il ginocchio e sorgi, [agot_filler_wildling.GetFullNameNoTooltip], un[agot_filler_wildling.Custom('DE_PRO_PER_S_3P_N')] [agot_filler_wildling.GetWomanMan] del nord.»"
agot_filler_north.0003.desc:0 "Gli uomini dei Guardiani della Notte pronunciano un sacro giuramento: vivere e morire al proprio posto. Così è stato per migliaia d'anni, dalla fine della Lunga Notte. Eppure, la diserzione sembra un crimine sempre più comune tra gli uomini della Guardia.\n\nÈ vero che, ormai, i ranghi dei fratelli neri sono il più delle volte composti da individui tutt'altro che rispettabili: ladri, stupratori, assassini e traditori che hanno scelto una vita di fredda servitù anziché mutilazione, castrazione o il cappio. Eppure molti di loro si stancano spesso della vita dura sulla Barriera. Il freddo che gela le ossa, l'isolamento e la dieta frugale sono compagni difficili. Se ne vanno nella notte, rinnegando ogni voto, correndo per la più misera possibilità di libertà.\n\nÈ proprio un simile vagabondo che mi viene detto sia stato catturato da uno dei miei uomini. Un disertore deve ricevere giustizia per mano del [ROOT.Char.GetLadyLord] che lo cattura. E così ora spetta a me infliggere la giustizia [ROOT.Char.GetTopLiege.GetTitleAsNamePossessiveNoTooltip|U]."
agot_filler_north.0004.desc:0 "Il disertore, un uomo di nome [agot_filler_black_brother_deserter.GetFirstName], viene condotto davanti a me. Piagnucola e mi supplica d'ascoltarlo. Quando gli ordino di parlare in sua difesa, mi racconta gli orrori che ha visto a nord della Barriera. Mali indicibili nel deserto gelato. Morti che si levano dalle tombe. Demoni, con pelle pallida come neve, in groppa a bestie marce dagli occhi azzurri e brandendo acciaio che sibila di gelo al posto del calore.\n\n«Grumkins e snarks,» borbotta uno dei miei uomini tra sé.\n\nÈ chiaro che il guardiano ha perso il senno. Eppure le sue descrizioni paiono sincere e ricche di dettagli. Può questo disertore dire il vero?"
agot_filler_north.0004.a:0 "Riceverà la giustizia [ROOT.Char.GetTopLiege.GetTitleAsNamePossessiveNoTooltip|U]."
agot_filler_north.0005.desc:0 "Si dice nel Nord: il [ROOT.Char.GetWomanMan] che pronuncia la sentenza deve calare la spada. Così è stato per mille anni. Così sarà per mille altri.\n\nGuardo negli occhi [agot_filler_black_brother_deserter.GetFirstNamePossessive] mentre attende il suo ultimo istante. Abbassa il capo per vergogna — o forse per paura. «Fa' pace con i tuoi dèi,» dico, mentre preparo la mia spada."
agot_filler_north.0005.a:0 "Perché dovrei sporcare la mia lama col sangue di questo codardo?"
agot_filler_north.0005.b.tt:0 "Lo giustizi"
agot_filler_north.0006.desc:0 "Credevo di aver visto l'ultima volta [agot_filler_black_brother_deserter.GetFirstName] quando fuggì da Castle Black, sostenendo d'aver visto orrori indicibili nel deserto gelato.\n\nOra, davanti a me, vedo soltanto un disertore che merita giustizia — una morte rapida."
agot_filler_north.0020.desc:0 "Un giorno luminoso e caldo è un evento raro nel Nord. In giorni come questo spesso prendo tempo per camminare tra i miei sudditi. Oggi ho scelto di cercare affari al mercato locale. Talvolta si possono trovare vini rari e vesti esotiche, persino da Qarth o dalle Isole dell'Estate. Una rara delizia per addolcire le mie lunghe ore di governo. Cammino tra le bancarelle e osservo la varietà di merci in mostra.\n\n«Mantelli di metalupo! Mantelli di metalupo in vendita!» grida un mercante. Mi volto e vedo che ha tre grandi mantelli pelosi appesi dietro di sé. Incrocia il mio sguardo e mi invita a ispezionarli."
agot_filler_north.0021.desc:0 "Tiro giù un grande mantello bianco. Sentendolo tra le mani, capisco che la fattura è rimarchevole; perfino le cuciture sono da maestro! Chiudo gli occhi e lo premo sul viso per annusarlo: odora di neve e di pino. Apro gli occhi, mi tolgo il mantello e lo spingo tra le braccia del mercante mentre lo provo. È piacevolmente caldo. Capisco che vi è una netta differenza rispetto al mio mantello di pelliccia di lupo.\n\nIl mercante si schiarisce la gola, borbottando qualche insolenza sul pagare o restituire il mantello."
agot_filler_north.0022.desc:0 "Tiro giù un grande mantello bianco. Sentendolo tra le mani, non mi sorprende scoprire che la fattura non è nulla di straordinario. Chiudo gli occhi e lo premo sul viso per annusarlo: odora di carne vecchia e cane bagnato. Ugh. Il mercante mi implora di provarlo. Me lo infilo e sento la brezza gelida che lo attraversa come lame.\n\nIl mercante si schiarisce la gola, borbottando qualche insolenza sul pagare o restituire il mantello."
agot_filler_north.0023.desc:0 "«Il metalupo? Estinto? No, no, no,» protesta il mercante. «A sud della Barriera, sì. Ma questi mantelli sono stati fatti con metalupi cacciati dai Bruti, oltre la Barriera! Ho patito grandi stenti per far arrivare queste merci fresche a sud della Barriera, per acquirenti come te, m'[ROOT.Char.GetLadyLord]. Su, ispezionali! Guarda tu stesso.»"
agot_filler_north.0150.desc:0 "[jon_snow.GetFirstName] si avvicina, il mantello impolverato di terra, qualcosa stretto in un fagotto tra le braccia. «Stavamo giocando nelle cripte, padre,» dice, con la voce colma di nervosa scusa. «Mi dispiace, lo so che non dovremmo. Ho sbagliato strada e mi sono perso. E poi ho trovato.»\n\n[Select_CString(jon_snow.IsFemale,'Lei','Lui')|U] scioglie il panno. Dapprima penso sia soltanto pietra lucidata, ma poi le scaglie catturano la luce del fuoco, mutando in gorghi di blu e rosso. Un uovo di drago. #italic (Per un[jon_snow.Custom('GetPrincessPrince')|l] dei draghi, Lyanna mi sussurra nella mente.)#!\n\n[jon_snow.GetFirstNameNoTooltip] lo fissa in soggezione, le dita che lo sfiorano con delicatezza. «È strano,» dice piano, «per un momento, mi è parso che fosse... caldo.»"
setting_agot_debug_off_desc:0 "AGOT DEBUG è disattivato."
rule_agot_realistic_pregnancy_chance_rule:0 "@lmf_icon! Gravidanze realistiche"
setting_agot_realistic_pregnancy_chance:0 "Realismo"
setting_agot_realistic_pregnancy_chance_desc:0 "I personaggi diverranno incinti solo se entrambi i partner si trovano nello stesso luogo, attività, piano di viaggio o esercito quando viene avviato il controllo di gravidanza. Ciò viene ignorato se nessuno dei due è un sovrano."
setting_agot_vanilla_pregnancy_chance:0 "Vanilla"
setting_agot_vanilla_pregnancy_chance_desc:0 "I personaggi potranno diventare incinti ovunque, indipendentemente dal fatto che entrambi i partner siano vicini."
agot_events_artifacts_sell.1004.desc.others: "Il Custode dei Tesori entrò tronfio nella mia corte e iniziò a schernirmi senza pudore: «I cavalcadraghi vogliono vendere anche i loro figli? Non preoccuparti di non avere un mercato»"
AGOT_RULER_DESIGNER_GENE_ONLY_MEN:0 "Visibile solo per gli uomini"
DRAGON_DESIGNER_STORE_DNA_TOOLTIP:1 "#T Salva DNA del Drago#!\nSalva le impostazioni del DNA attualmente nel personalizzatore.\n\n@warning_icon! #X Perderai questi valori se il tuo personaggio muore#!"
DRAGON_DESIGNER_APPLY_DNA_TOOLTIP:1 "#T Applica DNA salvato#!\nApplica al personalizzatore le impostazioni del DNA salvate."
DRAGON_DESIGNER_UNDO_DNA_TOOLTIP:1 "#T Annulla DNA applicato#!\nRipristina nel personalizzatore i valori del DNA che avevi prima dell'applicazione."
DRAGON_DESIGNER_EXPORT_VALUES:0 "#T Copia contenuto evento#!\nCopierà negli appunti il contenuto del testo dell'evento.\n\nIl testo dell'evento conterrà un effetto scriptato pronto da inserire in un file #high import_dragon_dna.txt#!.\n\n@warning_icon! #X Nota: usa il pulsante#! #T Rigenera contenuto evento#! #X (il pulsante di aggiornamento a sinistra di questo) per rigenerare il testo dell'evento e ottenere i valori più recenti dal personalizzatore#!"
DRAGON_DESIGNER_IMPORT_VALUES:0 "#T Importa DNA da un file#!\nAssicurati di quanto segue prima di usare questo pulsante:\n$BULLET_WITH_TAB$Questa cartella esiste: #high %USERPROFILE%/Documents/Paradox Interactive/Crusader Kings III/run#! — creala se non esiste.\n$BULLET_WITH_TAB$Esiste un file chiamato #high import_dragon_dna.txt#! dentro la cartella #high run#!.\n$BULLET_WITH_TAB$All'interno di #high import_dragon_dna.txt#! esiste un effetto #high import_dragon_dna = {}#!.\n\n@warning_icon! #X Nota: questo attiverà ogni effetto nel file; assicurati di avere al suo interno solo ciò che vuoi eseguire#!"
FULL_USERNAME:0 "[POPStatusGetUserName]"
NULL_USERNAME:0 "CK3AGOT Enjoyer"
AGOT_HOLDING_VIEW_COUNTY_SEVEN_KINGDOMS:0 "[county|E] nei [Character.GetTopLiege.GetPrimaryTitle.GetTierAsNameNoTooltip]"
AGOT_HOLDING_VIEW_FOREIGN_COUNTY_NO_TIER:0 "[county|E] in [Character.GetTopLiege.GetPrimaryTitle.GetNameNoTierNoTooltip]"
agot_house_feud_viewer_title:0 "[Scope.GetCharacter.GetHouse.GetName] - [Scope.GetCharacter.MakeScope.Var('feud_viewer').GetCharacter.GetHouse.GetName]"
smol_tol_gui_tt:0 "Come visto in Casa Baratheon"
tol_gui_tt:0 "Come visto in Case Umber e Clegane"
dumbo_ears_gui_tt:0 "Come visto in Casa Florent"
MW_GUI_TAKE_MAIN_TITLES:0 "Prendi i [Concept('agot_take_main_titles', 'titoli principali')|E]"
MW_GUI_EXPEL_TRAITOR:0 "[Concept('agot_expel_character', 'Esilia')|E] il traditore"
MW_GUI_EXPEL_TRAITORS_FAMILY:0 "[Concept('agot_expel_character', 'Esilia')|E] la famiglia del traditore"
MW_GUI_EXPEL_TRAITORS_HOUSE:0 "[Concept('agot_expel_character', 'Esilia')|E] la casata del traditore"
GAME_OVER_CANNOT_PLAY_WILDERNESS:0 "Impossibile giocare [wilderness|E]."
INTRIGUE_WINDOW_MY_SPIES_TITLE: "[agot_spies|E] nella tua [agot_spy_network|E]"
INTRIGUE_WINDOW_SPIES_MAX_COUNT: "#T Numero di [agot_spies|E]#!\nMassimo calcolato come un quinto dell'[intrigue|E] combinato tuo e del tuo [spymaster|E], arrotondato per difetto."
INTRIGUE_WINDOW_DISMISS: "Congeda"
INTRIGUE_WINDOW_DISMISS_BUTTON_TT: "#T Congeda#!\n\nCongedi [Character.Custom('IT_NAM_COL3')][Character.GetTitledFirstName] dalla tua [agot_spy_network|E]"
SPY_ABBREVIATED_RELATIONS_TOOLTIP: "[Character.GetRelationToString( GetPlayer )]"
HISTORICAL_NOT_ADMIN_REASON: "Storico disprezzo [recipient.GetCulture.GetHeritage.GetNameNoTooltip] per il [government|E] [administrative|E]: $VALUE|=+0$"
grant_only_one_settlement_at_a_time:0 "#N #italic Puoi concedere solo un [settlement_holding|E] alla volta#!#!\n"
recipient_at_settlement_limit:0 "#N #italic [recipient.GetShortUINameNotMe] ha raggiunto il proprio [settlement_holding_limit|E]#!#!\n"
recipient_needs_to_border_settlement_county:0 "#N #italic [recipient.GetShortUINameNotMe] deve confinare con la contea dell’insediamento che gli viene concesso#!#!\n"
gene_bs_ears_fantasy: "Forma delle orecchie fantasy"
agot_debug_incest_variable.tt:0 "Variabile già impostata."
AGOT_DEBUG_MW_CLAIM_WAR_OPTION:0 "Guerra di Rivendicazione"
AGOT_DEBUG_MW_NO_WAR_VALID:0 "Non esiste alcuna megaguerra valida da dichiarare."
AGOT_DEBUG_MW_TRIGGER_MW_REGULAR:0 "Questo innescherà una megaguerra regolare."
AGOT_DEBUG_MW_TRIGGER_MW_LITE:0 "Questo innescherà una megaguerra leggera."
agot_show_all_dragonbloods:0 "Mostra tutti i personaggi dal sangue di drago"
agot_show_all_dragonbloods_desc:0 "Mostra un elenco di tutti i personaggi dal sangue di drago"
agot_set_disfigurement:0 "Imposta sfiguramento"
agot_set_disfigurement_desc:0 "Imposta il tipo di sfiguramento di questo personaggio"
debug_visible_disfigurement_1:0 "Lato destro del volto devastato"
debug_visible_disfigurement_2:0 "Senza naso, con bocca deformata"
debug_visible_disfigurement_3:0 "Bocca deformata"
debug_visible_disfigurement_4:0 "Lato sinistro del volto danneggiato"
debug_visible_disfigurement_5:0 "Senza naso"
debug_remove_visible_disfigurement:0 "Rimuovi tipo di sfiguramento nascosto"
agot_debug_religion_set_special_incest_flag_interaction:0 "Imposta contrassegni speciali d’incesto"
agot_debug_spawn_egg:0 "Genera uovo di drago"
agot_remove_taken_face_interaction:0 "Rimuovi volto"
agot_remove_taken_face_interaction_desc:0 "È tempo di mettere da parte questo volto e tornare al tuo aspetto originario."
agot_remove_taken_face_interaction.same_gender.tt:0 "Indossi il volto di un personaggio dello stesso genere del tuo personaggio originale."
agot_holding_logistics_dorne_desert:0 "Distese dorniane"
agot_holding_logistics_dorne_desert_desc:0 "#weak Incredibilmente aridi e secchi, i deserti del sud di Dorne si rivelano pericolosamente ostili a orde razziatrici, viaggiatori e grandi progetti di costruzione.#!"
agot_craft_focused_major:0 "Concentrat[Select_CString(ROOT.Char.IsFemale,'a','o')] sull’artigianato"
agot_craft_focused_major_desc:0 "L’attenzione di questo personaggio è al momento distolta dalla corte."
agot_craft_focused_minor:0 "Attenzione divisa"
agot_craft_focused_minor_desc:0 "L’attenzione di questo personaggio è divisa fra la corte e un passatempo."
unique_dynasty_nickname_modifier:0 "Soprannome dinastico"
unique_dynasty_nickname_modifier_desc:0 "Questa dinastia è legata semioticamente a [GetGlobalVariable('maester').Char.GetNameNoTooltip] come simbolo della propria legittimità."
agot_harrenhal_health:0 "Preghiera divina"
agot_harrenhal_health_desc:0 "Gli dèi mi hanno udito?"
agot_green_man_gold:0 "Oro dell’Uomo Verde"
pirate_adventurer_modifier:0 "Avventuriero delle Isole dei Gradini"
pirate_adventurer_modifier_desc:0 "Questo personaggio ha lasciato la propria terra con un esercito di canaglie e avventurieri, cercando di ritagliarsi un reame nelle Isole dei Gradini."
agot_filler_north_protect_economy:0 "Protettore del possedimento"
agot_filler_north_protect_economy_desc:0 "La popolazione locale è scontenta che questo personaggio abbia scelto di mettere in sicurezza il proprio possedimento invece di offrire loro rifugio."
agot_filler_north_help_people:0 "Protettore del popolo"
agot_filler_north_help_people_desc:0 "Questo personaggio ha dato riparo alla gente comune a detrimento della propria borsa."
agot_filler_north_do_nothing:0 "Sovrano inetto"
agot_filler_north_do_nothing_desc:0 "Questo personaggio non ha fatto nulla quando una tormenta ha minacciato il suo possedimento e la sua gente."
